"track_name","track_artist","track_popularity","danceability","energy","speechiness","valence"
"Payphone","Maroon 5",78,74,75,4,55
"Rich & Sad","PLVTINUM",55,78,65,8,62
"We Found Love","Rihanna",75,73,77,4,60
"Starships","Nicki Minaj",73,75,72,8,75
"2020 Vision","Kyzer",28,86,52,25,43
"Wild Ones (feat. Sia)","Flo Rida",76,61,86,6,44
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis",68,78,53,29,66
"Love Yourself","Justin Bieber",83,61,38,44,52
"Just Give Me a Reason (feat. Nate Ruess)","P!nk",80,78,55,5,44
"Roar","Katy Perry",77,55,77,4,46
"Dark Horse","Katy Perry",77,64,58,5,35
"All of Me","John Legend",85,42,26,3,33
"Counting Stars","OneRepublic",80,66,70,4,48
"Talk Dirty (feat. 2 Chainz)","Jason Derulo",67,76,65,23,76
"7 Years","Lukas Graham",79,76,47,5,34
"Rude","MAGIC!",78,77,76,4,93
"Kinetic Collector","Boo Riley",36,55,76,4,64
"Thinking out Loud","Ed Sheeran",83,78,44,3,59
"Cheap Thrills","Sia",68,59,80,22,73
"See You Again (feat. Charlie Puth)","Wiz Khalifa",80,69,48,8,28
"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",78,66,71,11,69
"Blank Space","Taylor Swift",78,76,70,5,57
"2002","Anne-Marie",83,70,68,12,60
"All on Me","Olivia King",47,58,67,12,63
"Cheerleader - Felix Jaehn Remix Radio Edit","OMI",76,78,68,3,60
"Sorry","Justin Bieber",81,65,76,4,41
"She Go","HIRIE",38,64,67,4,56
"One Dance","Drake",83,79,62,5,37
"Work","Rihanna",77,72,53,9,56
"Stressed Out","Twenty One Pilots",83,73,64,14,65
"Give Me","AlexEps",23,73,36,6,29
"Chicken Noodle Soup (feat. Becky G)","j-hope",76,83,82,9,17
"<U+BD88><U+D0C0><U+C624><U+B974><U+B124> FIRE","BTS",0,43,71,17,55
"GOOD BOY","GD X TAEYANG",2,74,82,4,24
"Foxxay","Edge of Silence",38,60,59,24,39
"Kill This Love","BLACKPINK",72,74,86,24,58
"Crazy","4Minute",0,54,93,27,61
"I Am the Best (<U+B0B4><U+AC00> <U+C81C><U+C77C> <U+C798> <U+B098><U+AC00>)","2NE1",2,82,85,4,71
"Rumor","H.I.N.P (Hot Issue of Ntl. Producers)",63,74,86,8,53
"Up & Down","EXID",49,71,83,4,38
"I NEED U","BTS",0,49,88,7,71
"Red","HyunA",0,58,92,8,56
"<U+C911><U+B3C5> Overdose","EXO-K",4,50,92,16,65
"<U+C18C><U+BC29><U+CC28> Fire Truck","NCT 127",0,72,98,6,63
"21st Century Girl","BTS",3,72,89,9,78
"Jamais Vu","BTS",71,61,47,4,24
"THE BADDEST FEMALE <U+B098><U+C05C> <U+AE30><U+C9D1><U+C560>","CL",0,72,84,6,68
"Really","BLACKPINK",60,70,88,10,95
"Camellia Flower","015B",34,51,72,5,30
"HER","Block B",0,65,90,19,86
"Energetic (Prequel Remix)","Wanna One",39,72,83,6,51
"Hate","4Minute",0,68,90,16,60
"Red Light","f(x)",0,62,92,9,78
"How's This","HyunA",0,75,92,5,72
"HOLUP!","BOBBY",0,67,95,6,52
"<U+AC54> <U+C138> I'm Him","WINNER",0,88,77,19,77
"Taller Than You","Mamamoo",39,94,68,27,73
"Zero For Conduct","Block B - BASTARZ",50,57,94,21,63
"GANG","Rain",34,76,80,16,62
"Lilili Yabbay","SEVENTEEN",54,60,90,28,51
"Push & Pull","KARD",42,83,89,13,86
"WHERE R U FROM","SEUNGRI",44,83,90,16,83
"Kingdom Come","Red Velvet",52,57,74,12,68
"Full Moon","DREAMCATCHER",49,59,94,11,25
"Freaky","HyunA",0,82,92,6,56
"Circus","TAEYEON",53,75,47,4,34
"Age Gag","Mamamoo",49,82,74,14,93
"Bad Dracula","Red Velvet",0,64,93,12,67
"Thinking Of (feat. OVAN & SUMIN)","SHAUN",45,87,81,6,69
"Enough","GOT7",0,73,87,4,48
"Mosquito","Red Velvet",43,76,85,5,55
"Undercover","SHINee",37,75,61,14,83
"Feel","Triple H",42,76,86,10,68
"Falling","Nana Mellie",39,75,73,3,69
"Our love is like","gracie",32,54,75,7,65
"Rush (feat. OLNL, Khundi Panda)","Lym en",30,86,82,8,62
"Joshua at Metro","015B",30,45,51,5,51
"SWING","LUCY",35,54,82,35,80
"Hikicomori","WEN",29,89,75,8,78
"<U+C27C><U+D45C>","Kozypop",30,43,72,20,38
"AME GA FURU (<U+BE44><U+AC00><U+B0B4><U+B824>) (Feat. J;KEY)","D-Hack",0,77,84,28,91
"GAME OVER","Humming Urban Stereo",0,84,72,5,98
"Safety (feat. DJ Snake) - Dark Heart Burn Mix","GASHI",40,59,86,15,56
"Feather","Lost Kings",53,76,63,4,43
"Could It Be","CALVIN",40,64,68,4,63
"Buckle Up","Klave",28,64,82,11,28
"Paradise","Nightro",18,45,89,35,56
"Crash n Burn","Ilvs",22,39,53,5,52
"Room for Two","Moe Aly",38,39,69,6,29
"Money","Klave",18,52,66,10,64
"Happier","Nightro",19,64,85,3,58
"On My Way","Alan Walker",83,51,69,10,30
"Who Do You Love - R3HAB Remix","The Chainsmokers",61,53,70,5,36
"Wild Life","Jinco",31,61,76,28,21
"Kind of Blue","Hellberg",32,56,61,7,63
"GLOW","CORSAK",48,59,54,4,15
"All In - Ostblockschlampen Mix","Eastblock Bitches",44,66,59,3,40
"No Angels","Jay Made",29,68,80,8,86
"Wish List","KHEMIS",0,52,61,18,37
"Think About You","Jeanway",0,38,72,6,48
"Don't Kill My High","Lost Kings",67,67,93,7,83
"I Like You","CØDE",28,60,66,9,58
"Back To Life (with Brandyn Burnette)","SJUR",45,69,60,3,85
"Can't Stop It","Justin Prime",29,66,75,5,46
"Feels Good","Jay Made",34,77,60,4,80
"SCARS (feat. Cub Rayan)","Sick Individuals",22,47,72,6,21
"When Things Go Wrong","Haze & Mellow",34,50,78,11,28
"When We Were Young","Lost Kings",69,55,79,4,34
"All I Need (with Gucci Mane)","Dimitri Vegas & Like Mike",52,49,80,6,33
"Sheep (Alan Walker Relift)","LAY",60,69,67,4,26
"Level Up (feat. Marvin Divine)","Klave",32,66,90,16,59
"Keep Your Love On","Zookeepers",17,55,70,6,60
"Freaky With You","Robert Falcon",25,60,60,9,26
"Tonight","Bailo",0,51,82,3,31
"Drunk On You","Zookeepers",44,74,62,6,37
"The One (with Julia Thompson)","Dreweybear",1,60,74,7,33
"Everybody Hates Me - Steerner Remix","The Chainsmokers",29,45,86,10,50
"Say My Name","Digital Farm Animals",48,63,66,16,38
"Think About You","Pete Kingsman",14,62,89,6,60
"Breathe - Syris Remix","Mako",3,50,66,9,30
"For You","Stesso",34,40,64,7,24
"You Owe Me - Subfer Remix","The Chainsmokers",30,48,78,13,36
"Somebody Special - R3hab Remix","Nina Nesbitt",0,49,71,4,38
"Perfect","Topic",51,66,66,10,42
"The One That Got Away","Whistle Back",36,56,70,7,54
"Say It Ain't So","Joe Ghost",0,55,74,4,23
"One Thing","San Holo",55,34,75,7,21
"This Ain't Love","You in Mind",25,63,81,4,33
"Shoulder","Hitimpulse",27,76,59,15,43
"Freedom","Jayceeoh",0,49,87,23,49
"Let It Go","Electrick Village",20,55,69,4,22
"So Simple","Scorsi",24,54,90,6,32
"Silence - Slushii Remix","Marshmello",49,52,98,9,27
"Complicated (feat. Kiiara)","Dimitri Vegas & Like Mike",66,68,82,3,50
"First Time - R3hab Remix","Kygo",46,52,65,18,30
"Skyline - Klave Remix","Möwe",18,68,65,9,25
"Heat","Refeci",19,53,57,3,27
"Light Me Up","FTampa",41,53,85,5,49
"Perfect Mess","Steve Void",31,65,57,3,56
"Obsessed","Hogland",0,55,63,4,52
"Think Of Me","Felix Palmqvist",35,50,61,3,30
"You Better Be Mine","Vitø",18,56,85,5,19
"Tired - Lemarroy Remix","Alan Walker",27,52,82,9,46
"Out of My Mind","Luca Schreiner",28,63,73,5,34
"Honest - Tritonal Remix","The Chainsmokers",40,35,75,5,38
"Malibu - Alan Walker Remix","Miley Cyrus",8,59,82,7,41
"Slow Us Down","Wahlstedt",25,58,61,5,36
"What We're Looking For","XYLØ",31,44,69,11,40
"Majesty","Maybon",9,48,60,4,33
"Make Me (Cry) - Marshmello Remix","Noah Cyrus",50,62,86,9,50
"Moonlighting","Fareoh",0,60,98,4,42
"Own Religion","Simon Field",34,63,79,8,51
"There for You","Martin Garrix",74,61,64,6,13
"Cover Girls","Hitimpulse",36,56,47,12,27
"Silence Before The Storm","Quiet Disorder",22,56,72,3,24
"Redrum (feat. Felix Snow) - What So Not Remix","Era Istrefi",29,52,73,5,29
"Verses","Convex",0,75,74,3,43
"We Won't Leave You","Steve Void",7,46,66,4,14
"Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature)","Attom",28,57,79,3,25
"I Heart U","Kretsen",34,75,58,4,28
"Flame - Steve James Remix","Tinashe",27,64,65,7,53
"Save Me (feat. Eneli) (feat. Eneli) - Mert Oksuz Remix","Mahmut Orhan",24,63,70,4,42
"Home","Hechmann",16,65,68,4,62
"Feel Something (feat. Remmi) (feat. Remmi) - Mokita Remix","Black Coast",30,60,56,7,49
"Crashing Down","Chris Porter",30,54,73,30,29
"Dose of You - Radio Edit","Helena Legend",23,67,80,7,74
"Inferno","Hechmann",26,68,68,4,34
"Scared To Be Lonely - Conro Remix","Martin Garrix",50,50,68,7,32
"Out of the Dark","RBYN",0,34,85,12,33
"You","Charlie Who?",41,47,71,8,50
"Flame - Kaskade Remix","Tinashe",31,41,72,14,34
"Just Hold On - DVBBS Remix","Steve Aoki",41,61,84,4,35
"Light","San Holo",68,57,76,6,43
"Guardian Angel","Joe Ghost",0,53,66,5,19
"Always Gonna Say Sorry","Joakim Molitor",1,53,63,4,33
"Keep Me Jealous","The Sam Willows",32,68,57,3,46
"Too Soon - heroless Remix","Vanic",37,56,81,11,36
"Landslide","Headhunterz",27,60,83,19,27
"This Is What You Came For - R3hab Remix","Calvin Harris",40,60,77,7,41
"Beast","Tungevaag",52,57,79,12,60
"Alone Again","Alyssa Reid",36,49,81,3,58
"As Long As You Love Me","Justin Bieber",72,57,87,10,61
"Bad Blood","Taylor Swift",62,65,80,18,30
"Bad Liar","Selena Gomez",73,96,41,7,73
"Beauty And A Beat","Justin Bieber",72,60,84,6,53
"Bleeding Love","Leona Lewis",77,64,66,4,22
"Better in Time","Leona Lewis",70,58,70,5,55
"Budapest","George Ezra",76,71,45,3,41
"Call on Me - Ryan Riback Remix","Starley",68,67,84,4,72
"Chandelier","Sia",79,40,79,5,57
"Closer (feat. Halsey)","The Chainsmokers",85,75,52,3,66
"Come & Get It","Selena Gomez",69,55,79,5,57
"Back for You","Kalom",54,70,61,6,73
"The Cure","Lady Gaga",70,70,51,3,52
"Daylight","Maroon 5",58,66,68,3,33
"One More Night","Maroon 5",33,71,82,3,64
"Payphone - Edit","Maroon 5",45,74,78,4,53
"Diamonds","Rihanna",60,56,71,5,39
"Cheap Thrills","Sia",77,63,70,10,73
"Most Girls","Hailee Steinfeld",76,76,57,8,42
"Wrecking Ball","Miley Cyrus",76,53,42,3,35
"What About Us","P!nk",76,49,59,5,19
"Elastic Heart","Sia",72,42,79,5,50
"They Don't Make Em Like Me","Pigeon John",51,75,86,6,77
"Something Just Like This - Alesso Remix","The Chainsmokers",56,67,73,5,57
"Me Too","Meghan Trainor",72,93,69,10,84
"Way Over My Head - Festival VIP Remix","Love Taps",29,72,81,5,67
"Summer","Calvin Harris",79,60,86,3,74
"Shut Up and Dance","WALK THE MOON",32,58,87,6,62
"Photograph","Ed Sheeran",84,61,38,5,20
"Painkiller (feat. Meghan Trainor)","Jason Derulo",51,74,70,4,56
"Watch Me (Whip / Nae Nae)","Silentó",68,82,76,12,96
"Marvin Gaye","Charlie Puth",70,80,62,6,82
"Crying Out for Me","Joshua Perez",29,60,47,4,40
"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",62,26,61,5,28
"Sugar (feat. Francesco Yates)","Robin Schulz",59,64,82,6,64
"Heatwave (feat. Akon)","Robin Schulz",59,70,82,6,52
"Maps","Maroon 5",76,74,71,3,88
"Animals","Maroon 5",75,28,74,9,33
"Sugar - Remix","Maroon 5",46,74,79,4,66
"Wolves","Selena Gomez",82,72,80,4,31
"3000","Jeffrey Eli",25,59,53,3,33
"What Do You Mean?","Justin Bieber",78,84,57,10,79
"Friends (with BloodPop®)","Justin Bieber",76,74,73,4,62
"Salute","Little Mix",67,64,73,5,35
"Shout Out to My Ex","Little Mix",76,77,75,9,80
"Secret Love Song (feat. Jason Derulo)","Little Mix",77,53,64,5,13
"Touch","Little Mix",68,61,72,10,55
"Send My Love (To Your New Lover)","Adele",71,69,53,9,56
"Whistle","Flo Rida",76,75,94,5,74
"GDFR (feat. Sage the Gemini & Lookas)","Flo Rida",68,66,83,7,69
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","Flo Rida",68,85,77,14,78
"So Sick","Encure",45,58,92,5,65
"Ride","Twenty One Pilots",81,64,71,4,57
"Heathens","Twenty One Pilots",81,73,40,3,55
"Dear Future Husband","Meghan Trainor",71,66,78,18,83
"Lips Are Movin","Meghan Trainor",67,78,82,5,95
"Titanium (feat. Sia)","David Guetta",66,60,79,10,30
"This Girl (Kungs Vs. Cookin' On 3 Burners)","Kungs",78,79,72,4,47
"In the Name of Love","Martin Garrix",80,50,52,4,17
"Treat You Better","Shawn Mendes",83,44,82,34,75
"There's Nothing Holdin' Me Back","Shawn Mendes",82,87,81,6,97
"My Way","Calvin Harris",77,82,91,4,54
"Let Me Love You","DJ Snake",81,65,72,3,16
"YOUTH","Troye Sivan",67,63,74,4,59
"Love Me Now","John Legend",67,49,76,9,71
"Unconditionally","Katy Perry",72,40,72,4,36
"That's My Girl","Fifth Harmony",70,60,85,12,61
"Girl On Fire","Alicia Keys",75,48,71,6,14
"No One","Alicia Keys",79,64,55,3,17
"House Party","Anja Kotar",37,66,47,5,62
"So Sick","Ne-Yo",77,45,57,31,58
"Worth It","Fifth Harmony",74,88,76,9,59
"Take Me to Church","Hozier",76,57,66,5,44
"Problem","Ariana Grande",74,66,80,15,62
"Hotline Bling","Drake",77,89,62,6,55
"Geronimo","Sheppard",63,70,78,8,46
"Shake It Off","Taylor Swift",68,65,78,16,94
"Delicate","Taylor Swift",71,75,40,7,5
"Skyscraper","Demi Lovato",66,57,58,3,19
"Finesse","Bruno Mars",68,74,80,7,94
"24K Magic","Bruno Mars",78,82,80,8,63
"I Know What You Did Last Summer","Shawn Mendes",72,70,76,9,74
"Life Of The Party","Shawn Mendes",71,67,61,3,16
"Stitches","Shawn Mendes",74,75,75,7,76
"Toothbrush","DNCE",70,55,79,13,82
"Flashlight - From ""Pitch Perfect 2"" Soundtrack","Jessie J",63,38,62,6,40
"Bang Bang","Jessie J",40,71,70,13,75
"Jealous","Nick Jonas",65,70,70,16,38
"Chains - Remix","Nick Jonas",43,50,67,6,10
"Scars To Your Beautiful","Alessia Cara",73,57,74,13,45
"Last To Leave (feat. Caroline Ailin)","Louis The Child",62,75,60,15,56
"Say My Name (feat. Zyra)","ODESZA",66,75,74,5,35
"Fractures","ILLENIUM",58,41,71,4,27
"It's All on U - T-Mass & LZRD Remix","ILLENIUM",61,54,78,5,40
"I Wanna Know","RL Grime",55,43,85,8,11
"Finest Hour (feat. Abir)","Cash Cash",65,66,73,8,44
"Levels - Radio Edit","Avicii",22,62,88,4,42
"Fade Into Darkness - Vocal Radio Mix","Avicii",9,56,88,3,77
"Calling (Lose My Mind) - Radio Edit","Sebastian Ingrosso",56,42,85,5,15
"Take Me Home (feat. Bebe Rexha)","Cash Cash",58,57,90,21,48
"Matches","Cash Cash",57,56,78,11,33
"Horizon","Seven Lions",55,38,76,11,12
"Disarm You (feat. Ilsey)","Kaskade",55,45,79,6,31
"GUD VIBRATIONS","NGHTMRE",63,51,92,5,7
"Rumors (With Sofia Carson)","R3HAB",55,71,50,12,64
"I Want U","Alison Wonderland",61,61,83,4,38
"Strangers","Seven Lions",58,58,70,4,49
"Don’t Leave","Seven Lions",50,52,72,4,39
"Heroes (we could be)","Alesso",73,50,75,6,36
"Say It - Illenium Remix","Flume",62,48,77,5,43
"Don't Let Me Down - Illenium Remix","The Chainsmokers",64,43,66,8,36
"Rush Over Me","Seven Lions",62,44,75,4,25
"Stay For It","RL Grime",55,36,85,6,17
"How to Love (feat. Sofia Reyes) - Boombox Cartel Remix","Cash Cash",54,55,90,10,68
"Crawl Outta Love","ILLENIUM",63,38,72,5,17
"Everyday, Everyday (feat. Nevve)","Manila Killa",0,33,70,4,26
"Feel Good (feat. Daya)","Gryffin",74,62,71,3,48
"Beautiful Now","Zedd",70,63,83,3,56
"Again - Alan Walker Remix","Noah Cyrus",58,68,93,5,33
"Hallucinate","William Black",3,58,84,5,27
"Find Our Way","Midnight Kids",0,54,62,3,38
"Gold (Stupid Love)","Excision",58,36,74,4,7
"Whisper","Boombox Cartel",57,50,85,8,28
"Constellation","Win and Woo",50,64,52,5,25
"UCLA","RL Grime",73,54,88,6,33
"Take It Away","RL Grime",57,59,82,4,34
"Tie Me Down (with Elley Duhé)","Gryffin",70,55,84,6,31
"Superstar","Said the Sky",52,62,72,4,42
"Take You Down","ILLENIUM",57,28,69,5,16
"Better Not (feat. Wafia)","Louis The Child",13,78,54,7,39
"More Than I Can Take","LOUDPVCK",32,50,84,10,43
"Cold as Stone - Kaskade's Sunsoaked Mix","Kaskade",39,47,58,4,29
"Burn It Down","LNY TNZ",40,54,91,5,53
"On My Own","Far Out",12,40,78,5,10
"Youth (K?D Remix) [feat. Satica]","k?d",17,50,62,5,18
"I Want You (feat. Matthew John Kurz)","Robotaki",22,58,88,6,49
"You Don't Even Know Me","SLANDER",57,57,90,4,4
"Where I Won't Be Found","Seven Lions",37,57,77,5,28
"Paradise","Nicky Romero",17,62,68,3,45
"Lost","ILLENIUM",59,67,62,5,33
"Remember (with ZOHARA)","Gryffin",11,62,91,6,40
"God Damnit (with Call Me Karizma)","ILLENIUM",61,68,62,10,37
"Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix)","ARMNHMR",48,58,68,7,24
"Don't Let Me Go","Tom Swoon",33,57,70,4,36
"I Wish (Matte & Kuur Remix)","William Black",23,41,71,5,27
"Leaving (feat. Yuna)","Ekali",57,59,67,4,12
"Forever (feat. Elohim)","Ekali",50,70,62,3,34
"Fractures - Trivecta Remix","ILLENIUM",46,47,85,24,20
"Bye Bye","Gryffin",6,62,75,9,48
"Just Hold On - Two Friends Remix","Steve Aoki",33,64,69,4,33
"Rewind","Louis Futon",46,69,66,8,54
"I'm OK (feat. Shaylen)","Manila Killa",43,66,60,5,59
"Heartbreak Back - R3HAB Remix","Frank Walker",44,56,82,6,45
"Superhuman (feat. Eric Leva)","SLANDER",1,57,73,4,16
"Hurricane - Arty Remix","Halsey",61,44,86,6,49
"Make Me Move","Culture Code",58,54,65,4,36
"Superlove (feat. Oh Wonder)","Whethan",46,58,49,21,64
"Roses","The Chainsmokers",73,71,80,6,34
"Island (feat. Nevve)","Seven Lions",59,43,84,5,25
"I Feel The Love","Tritonal",58,56,81,3,44
"Beautiful","Said the Sky",44,66,62,3,29
"Clarity","Zedd",8,52,78,7,19
"Straight Into The Fire","Zedd",43,58,86,8,28
"Find You","Zedd",2,53,79,4,38
"Crashing (feat. Bahari)","ILLENIUM",65,58,68,5,27
"Pray for Me (feat. Origami)","Said the Sky",36,64,89,10,36
"Hard Pass","Tritonal",39,58,70,3,52
"Don't Leave - Ekali Remix","Snakehips",45,58,85,12,18
"Nothing To Hide","Boombox Cartel",47,49,87,9,26
"Blame (NGHTMRE Remix)","Ekali",42,62,84,3,18
"In Flames","Dabin",54,48,73,4,30
"Part-Time Lover","Dabin",53,47,77,7,36
"Lights","Dabin",50,32,58,4,13
"Strangers","Far Out",6,50,87,10,25
"All You Need To Know (feat. Calle Lehmann)","Gryffin",76,51,79,4,23
"Gravity","yetep",44,49,73,5,16
"Like That","NGHTMRE",57,57,84,5,46
"Love Is Gone","SLANDER",62,45,46,3,8
"Surrender","Cash Cash",50,54,89,7,30
"Only Love","Borgeous",37,59,70,3,21
"Call You Mine","The Chainsmokers",39,59,70,3,50
"Potions","SLANDER",62,55,32,4,19
"Breathe Without","Nurko",52,45,81,5,20
"Tonight","Nurko",2,54,63,5,21
"Sirena","Lionel Ferro",42,77,64,5,66
"Quedo Envuelto","Nicolas Nerva",23,64,69,26,77
"Neptuno","Dj Dasten",35,72,84,5,39
"All Night Long - Krutz Remix","Jay Slay",25,82,49,9,18
"Root Circles (Short-Take)","KreisEckBeats",21,72,88,4,37
"Better Than You","Viciouz Beatz",26,84,68,4,80
"Maelstrom","Inoculus",24,55,97,4,41
"Champagne","Swing'it Dixieband",38,68,84,11,89
"My Own World","Brauner Bär",29,81,48,13,56
"Light of the Day","Werner Mill",29,50,56,2,56
"Shit Creaks","um..",34,78,87,58,31
"Inner Circle","Waft Of Myst",32,68,73,6,70
"Body Body","Appyday",30,76,90,5,79
"The Tapestry - Neon Feather Remix","Laura Thompson",35,28,75,5,20
"Vastness","Waft Of Myst",27,59,70,4,6
"I Wonder Where","Glenn Gatsby",38,86,93,5,91
"Action","Maniaxo",35,78,83,5,21
"Haunted by You","Roderic H",36,77,62,3,45
"Karma.","Tunebased",31,64,75,4,8
"Come Alive","Torio",31,56,75,3,12
"Delicia Tchu Tcha Tcha - Remix","Mike Moonnight",34,71,90,15,93
"Harmony","Natixx",25,64,76,4,21
"I Feel Love","Sam Smith",78,72,71,4,26
"Racing","Noah Fabray",33,64,65,4,12
"Serenade","MACHA!",25,85,69,6,66
"One True House","AW",42,80,93,5,53
"Delicia Tchu Tcha Tcha","Mike Moonnight",39,82,92,3,92
"Situation - Jay Anthony Remix","Duchess",26,62,67,4,71
"Pulsating frequencies","be insane",30,77,89,5,4
"Virgin","Heistheartist",12,86,52,14,68
"No Exit","J. Roland",21,70,73,3,68
"I Loved You Then","Luke & The Belleville Orchestra",35,86,76,25,89
"Tokyo","Rewind",20,70,59,4,34
"Bittersweet","The fire ants",0,89,80,7,56
"Ghost of You","Chris Kelly",0,51,77,3,24
"wander","joeshort",0,74,49,9,83
"Like I'm Suppose To","Chris Antonio",0,74,68,5,42
"Moving On","Dosk",39,59,58,3,45
"I Will Follow You","Laura Pieri",0,65,81,6,55
"1 Ask","Ebhoni",0,40,46,6,53
"I Like Me Better","Lauv",83,75,50,25,42
"Fire And Fever","Keith Cullen",33,88,61,6,43
"She Said","Michael Moawad",47,72,46,13,55
"Up All Night","Khalid",87,66,71,5,67
"King of the Jungle","Shanguy",54,83,90,9,70
"Make Way","Keith Cullen",29,52,84,5,61
"Mars","Alexander 23",32,94,40,10,60
"Emily","Two Friends",53,66,82,6,59
"Say It (feat. Tove Lo) [Illenium Remix]","Flume",4,48,77,5,43
"Brighter (feat. Jeff Sontag & I Am Lightyear) [Radio Edit]","Two Friends",30,54,85,8,43
"No Promises (feat. Demi Lovato)","Cheat Codes",67,74,62,16,58
"Getaway","Tritonal",47,58,72,4,35
"Something Just Like This","The Chainsmokers",76,61,65,4,50
"Hung Up","Tritonal",49,44,73,17,37
"Blackout","Tritonal",36,53,74,3,18
"How to Love (feat. Sofia Reyes)","Cash Cash",52,67,89,6,63
"Never Be Like You (feat. Kai)","Flume",3,56,55,6,26
"Alone","Marshmello",20,64,95,4,40
"Symphony (feat. Zara Larsson)","Clean Bandit",78,71,63,6,46
"Colors - Audien Remix","Halsey",59,65,88,11,72
"Runaway (U & I)","Galantis",57,51,80,5,38
"Clarity","Zedd",74,51,78,7,18
"Stay The Night - Featuring Hayley Williams Of Paramore","Zedd",61,60,74,4,46
"Titanium (feat. Sia)","David Guetta",66,60,79,10,30
"She Wolf (Falling to Pieces) (feat. Sia)","David Guetta",53,49,86,7,39
"Play Hard (feat. Ne-Yo & Akon)","David Guetta",58,69,92,5,80
"Blame","Calvin Harris",75,41,86,8,35
"Outside","Calvin Harris",74,65,82,4,42
"Under Control","Calvin Harris",72,54,92,8,51
"I Need Your Love (feat. Ellie Goulding)","Calvin Harris",69,70,87,5,58
"We Found Love (feat. Rihanna)","Calvin Harris",12,74,78,4,61
"Sweet Nothing (feat. Florence Welch)","Calvin Harris",71,57,93,11,58
"Burn","Ellie Goulding",65,56,78,4,33
"Lights - Single Version","Ellie Goulding",47,68,80,3,74
"Lean On","Major Lazer",17,72,81,6,27
"Powerful","Major Lazer",0,60,79,5,73
"Dark Side - Shew Remix","Phoebe Ryan",19,49,84,6,31
"Aftershock (feat. Jacquie)","Cash Cash",45,54,81,5,19
"Catch Me (feat. Naaz)","Flux Pavilion",58,56,92,7,58
"Surrender","Cash Cash",43,54,89,7,30
"Untouchable","Tritonal",53,54,80,4,25
"Angels - Radio Edit","Vicetone",45,53,84,12,55
"Till It Hurts","Yellow Claw",52,55,89,3,29
"Habits (Stay High) - Hippie Sabotage Remix","Tove Lo",65,74,69,4,7
"Lightning (feat. John Rzeznik)","Cash Cash",38,51,78,5,16
"On & On","Cartoon",71,46,70,4,42
"Love You Harder","Carter",0,46,53,7,30
"Colors","Tritonal",42,48,89,9,50
"Wake - Live","Hillsong Young & Free",1,51,98,7,41
"This Is Living","Hillsong Young & Free",51,63,86,7,82
"Heaven - KSHMR Remix","Shaun Frank",0,63,91,4,34
"Collide (feat. Collin McLoughlin) - Radio Edit","Laidback Luke",27,44,95,11,34
"Heartbeat (Rogue Remix) (feat. Collin McLoughlin)","Vicetone",0,68,90,23,68
"Emotional - Ship Wrek & Unknown Remix","Flux Pavilion",20,34,89,38,29
"Satellite","Tritonal",35,39,83,5,21
"How You Love Me","3LAU",52,50,79,8,29
"Senses - William Black Remix","Prismo",33,60,69,8,18
"Electricity","Culture Code",37,55,75,3,26
"Why We Lose","Cartoon",65,42,92,4,10
"A Sky Full of Stars - Hardwell Remix","Coldplay",18,44,65,3,5
"Limitless (feat. Delaney Jane)","Adventure Club",0,51,72,5,13
"This Is Forever (feat. Danyka Nadeau)","Hellberg",0,63,77,3,34
"I'm Not Over (Radio Edit) [feat. Tash]","Hellberg",0,54,79,8,44
"The Girl (feat. Cozi Zuehlsdorff)","Hellberg",2,49,72,4,43
"It's All on U (feat. Liam O'Donnell)","ILLENIUM",2,50,82,6,29
"We Won't Be Alone (feat. Laura Brehm)","Feint",4,38,86,15,12
"Hero (feat. Christina Perri)","Cash Cash",44,47,85,4,15
"Slide (feat. Frank Ocean & Migos)","Calvin Harris",74,74,80,5,51
"Our Story - Radio Edit","Mako",45,51,69,4,41
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",66,89,74,6,87
"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)","Cash Cash",51,61,76,6,34
"Staring At The Sun","Vanic",46,59,74,3,43
"Scared to Be Lonely","Martin Garrix",81,58,54,6,20
"Superhuman","Juventa",27,57,82,8,10
"Gravity - Radio Edit","Kevin Wild",22,51,98,18,24
"Rise Up","Imagine Dragons",4,34,73,5,8
"Bonbon","Era Istrefi",44,63,68,12,63
"Cold","Maroon 5",8,70,71,10,46
"Beam [Mix Cut] - Dannic Mix","Mako",23,42,63,5,19
"One Night - Vicetone Remix","Matthew Koma",36,72,93,17,18
"DADDY ft. CL of 2NE1","PSY",2,76,87,13,75
"Don't Stop The Music","Rihanna",76,84,67,6,54
"Clear","Pusher",14,72,81,9,57
"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",77,72,76,5,74
"Army of Two","Olly Murs",31,47,80,4,69
"Safe And Sound","Capital Cities",77,66,82,3,77
"That's What I Like","Bruno Mars",82,85,56,4,86
"HandClap","Fitz and The Tantrums",64,64,84,4,72
"Emergency","Pegboard Nerds",0,62,96,5,50
